ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Fontenay-sur-Vègre,1894.0,1083.0,2933.0,1239.0,496.0,2470.0,10.6,8.7,14.4,10.4,8.7,11.9,https://www.meilleursagents.com/prix-immobilier/fontenay-sur-vegre-72350/,72136
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/villeneuve-en-perseigne-72600/,72137
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/chasse-72600/,72137
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/montigny-72600/,72137
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/roullee-72600/,72137
Le Buisson,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/le-buisson-72610/,72137
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/lignieres-la-carelle-72610/,72137
Villeneuve-en-Perseigne,1519.0,1024.0,2060.0,1512.0,605.0,3024.0,10.1,6.9,16.2,9.2,7.8,14.0,https://www.meilleursagents.com/prix-immobilier/saint-rigomer-des-bois-72610/,72137
Fresnay-sur-Sarthe,1235.0,737.0,2296.0,1042.0,417.0,2083.0,9.4,6.5,13.5,9.5,6.7,12.8,https://www.meilleursagents.com/prix-immobilier/fresnay-sur-sarthe-72130/,72138
Coulombiers,1643.0,1031.0,2352.0,1184.0,474.0,2214.0,10.4,8.2,15.7,8.7,6.2,12.1,https://www.meilleursagents.com/prix-immobilier/coulombiers-72130/,72138
La Hutte,1648.0,1032.0,2362.0,1351.0,612.0,2551.0,10.4,7.0,16.9,9.3,7.6,12.7,https://www.meilleursagents.com/prix-immobilier/la-hutte-72130/,72138
Saint-Germain-sur-Sarthe,1648.0,1032.0,2362.0,1351.0,612.0,2551.0,10.4,7.0,16.9,9.3,7.6,12.7,https://www.meilleursagents.com/prix-immobilier/saint-germain-sur-sarthe-72130/,72138
Fyé,1620.0,1109.0,2213.0,1261.0,504.0,1989.0,10.3,8.5,13.5,10.3,8.1,13.2,https://www.meilleursagents.com/prix-immobilier/fye-72610/,72139
Gesnes-le-Gandelin,1559.0,1039.0,2145.0,1402.0,561.0,2248.0,11.3,9.6,19.0,9.1,6.3,10.9,https://www.meilleursagents.com/prix-immobilier/gesnes-le-gandelin-72130/,72141
Grandchamp,1633.0,1031.0,2328.0,1100.0,440.0,2169.0,10.3,7.0,16.5,9.2,7.1,12.2,https://www.meilleursagents.com/prix-immobilier/grandchamp-72610/,72142
Le Grand-Lucé,1589.0,1073.0,2306.0,1197.0,479.0,2321.0,9.2,5.7,14.6,9.6,6.7,12.5,https://www.meilleursagents.com/prix-immobilier/le-grand-luce-72150/,72143
Gréez-sur-Roc,2101.0,1192.0,4202.0,1220.0,488.0,2440.0,9.3,5.3,15.5,9.0,5.9,11.1,https://www.meilleursagents.com/prix-immobilier/greez-sur-roc-72320/,72144
Le Grez,1680.0,1198.0,2186.0,1113.0,445.0,2008.0,9.1,6.7,14.5,9.6,6.5,13.3,https://www.meilleursagents.com/prix-immobilier/le-grez-72140/,72145
Guécélard,1579.0,1199.0,2027.0,1800.0,822.0,2849.0,11.3,7.7,14.9,11.2,8.7,14.7,https://www.meilleursagents.com/prix-immobilier/guecelard-72230/,72146
La Guierche,1732.0,1096.0,2527.0,1724.0,690.0,2538.0,10.3,8.5,13.5,10.7,9.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-guierche-72380/,72147
Jauzé,1625.0,1013.0,2343.0,1253.0,533.0,2506.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/jauze-72110/,72148
Joué-en-Charnie,1604.0,1243.0,2089.0,1229.0,491.0,2065.0,10.7,7.4,18.2,8.2,5.8,12.2,https://www.meilleursagents.com/prix-immobilier/joue-en-charnie-72540/,72149
Joué-l'Abbé,2238.0,1299.0,3105.0,1628.0,651.0,2345.0,11.2,8.2,14.5,10.3,8.3,13.1,https://www.meilleursagents.com/prix-immobilier/joue-l-abbe-72380/,72150
Juigné-sur-Sarthe,1873.0,1037.0,2299.0,1521.0,656.0,2440.0,9.9,6.8,15.8,9.6,7.6,11.3,https://www.meilleursagents.com/prix-immobilier/juigne-sur-sarthe-72300/,72151
Juillé,1238.0,743.0,2294.0,1542.0,628.0,2612.0,9.1,5.6,14.6,8.8,6.2,11.8,https://www.meilleursagents.com/prix-immobilier/juille-72170/,72152
Jupilles,1515.0,966.0,2182.0,1396.0,558.0,2792.0,8.9,6.7,10.2,9.0,6.0,10.5,https://www.meilleursagents.com/prix-immobilier/jupilles-72500/,72153
La Flèche,1761.0,793.0,3229.0,1789.0,786.0,3031.0,10.6,7.1,17.0,10.7,8.2,14.8,https://www.meilleursagents.com/prix-immobilier/la-fleche-72200/,72154
Laigné-en-Belin,1592.0,1133.0,2090.0,1784.0,714.0,2681.0,11.5,8.9,14.7,11.1,8.7,14.7,https://www.meilleursagents.com/prix-immobilier/laigne-en-belin-72220/,72155
Saint-Gervais-en-Belin,1592.0,1173.0,2044.0,1813.0,725.0,2628.0,11.5,9.0,15.0,11.0,8.8,13.9,https://www.meilleursagents.com/prix-immobilier/saint-gervais-en-belin-72220/,72155
Lamnay,1588.0,988.0,2244.0,1343.0,537.0,2139.0,9.4,7.1,12.6,9.5,7.1,12.5,https://www.meilleursagents.com/prix-immobilier/lamnay-72320/,72156
Lavardin,2508.0,1440.0,3461.0,1763.0,705.0,3097.0,12.5,9.7,16.5,11.8,8.8,13.8,https://www.meilleursagents.com/prix-immobilier/lavardin-72240/,72157
Lavaré,1638.0,1010.0,2330.0,1415.0,566.0,2616.0,9.2,5.7,14.8,9.5,7.0,12.3,https://www.meilleursagents.com/prix-immobilier/lavare-72390/,72158
Lavernat,1555.0,1147.0,2071.0,1428.0,571.0,2857.0,9.7,6.7,17.3,9.6,7.0,13.1,https://www.meilleursagents.com/prix-immobilier/lavernat-72500/,72160
Lhomme,1569.0,752.0,2258.0,1206.0,482.0,1934.0,9.2,5.7,14.8,9.3,6.4,11.9,https://www.meilleursagents.com/prix-immobilier/lhomme-72340/,72161
Ligron,1762.0,1165.0,2184.0,1552.0,621.0,2705.0,10.1,7.1,18.2,9.1,7.0,11.0,https://www.meilleursagents.com/prix-immobilier/ligron-72270/,72163
Livet-en-Saosnois,1584.0,1048.0,2190.0,1423.0,601.0,2748.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/livet-en-saosnois-72610/,72164
Lombron,1498.0,963.0,2155.0,1640.0,663.0,2604.0,10.1,7.4,17.0,9.1,6.8,11.5,https://www.meilleursagents.com/prix-immobilier/lombron-72450/,72165
