ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Coutures,2816.0,1746.0,5631.0,2310.0,959.0,4017.0,10.3,7.6,16.5,9.9,7.3,13.0,https://www.meilleursagents.com/prix-immobilier/coutures-49320/,49050
Les Alleuds,2649.0,1824.0,3521.0,2509.0,1004.0,3939.0,10.3,6.6,15.6,10.6,6.8,13.0,https://www.meilleursagents.com/prix-immobilier/les-alleuds-49320/,49050
Luigné,2132.0,1320.0,4263.0,1994.0,798.0,2922.0,10.3,8.2,14.3,10.6,8.4,13.2,https://www.meilleursagents.com/prix-immobilier/luigne-49320/,49050
Saulgé-l'Hôpital,2648.0,1824.0,3520.0,2372.0,1142.0,3736.0,10.5,7.8,15.6,11.7,9.0,15.0,https://www.meilleursagents.com/prix-immobilier/saulge-l-hopital-49320/,49050
Saint Ellier,2652.0,1829.0,3524.0,2392.0,1075.0,4201.0,12.3,8.7,18.1,12.3,10.4,17.8,https://www.meilleursagents.com/prix-immobilier/saint-ellier-49320/,49050
Saint-Saturnin-sur-Loire,2719.0,1960.0,3575.0,2793.0,1413.0,4729.0,12.5,9.4,17.8,12.5,9.0,17.2,https://www.meilleursagents.com/prix-immobilier/saint-saturnin-sur-loire-49320/,49050
Vauchrétien,2645.0,1830.0,3532.0,2511.0,1237.0,3770.0,10.5,8.2,15.4,13.6,10.0,19.4,https://www.meilleursagents.com/prix-immobilier/vauchretien-49320/,49050
Brossay,1613.0,1166.0,3226.0,1625.0,662.0,2362.0,11.1,7.8,18.9,10.2,6.7,13.4,https://www.meilleursagents.com/prix-immobilier/brossay-49700/,49053
Candé,2858.0,1773.0,4763.0,1632.0,653.0,2867.0,10.6,6.9,17.7,10.5,7.2,13.4,https://www.meilleursagents.com/prix-immobilier/cande-49440/,49054
Cantenay-Épinard,3068.0,2120.0,4486.0,3072.0,1548.0,4609.0,13.6,10.5,22.8,14.0,11.4,19.1,https://www.meilleursagents.com/prix-immobilier/cantenay-epinard-49460/,49055
Carbay,1847.0,1027.0,2605.0,1521.0,609.0,2861.0,11.0,6.1,17.4,9.4,6.9,11.7,https://www.meilleursagents.com/prix-immobilier/carbay-49420/,49056
Cernusson,2171.0,1151.0,3205.0,1698.0,679.0,2421.0,11.4,8.3,18.8,9.6,6.3,12.0,https://www.meilleursagents.com/prix-immobilier/cernusson-49310/,49057
Les Cerqueux,2560.0,2007.0,3034.0,1630.0,652.0,2651.0,11.2,8.1,19.8,9.6,6.3,12.4,https://www.meilleursagents.com/prix-immobilier/les-cerqueux-49360/,49058
Brézé,1592.0,1151.0,2423.0,1666.0,765.0,2506.0,10.1,7.4,18.2,9.7,6.7,12.7,https://www.meilleursagents.com/prix-immobilier/breze-49260/,49060
Saint-Cyr-en-Bourg,1596.0,1152.0,2423.0,1895.0,837.0,3142.0,9.5,5.9,16.4,9.7,6.7,12.7,https://www.meilleursagents.com/prix-immobilier/saint-cyr-en-bourg-49260/,49060
Chacé,1642.0,1176.0,2427.0,2001.0,833.0,3273.0,11.0,7.6,19.5,9.2,5.0,11.8,https://www.meilleursagents.com/prix-immobilier/chace-49400/,49060
Challain-la-Potherie,1791.0,857.0,3081.0,1572.0,629.0,3143.0,10.9,7.9,17.8,9.2,6.5,13.5,https://www.meilleursagents.com/prix-immobilier/challain-la-potherie-49440/,49061
Chambellay,1903.0,944.0,3415.0,1920.0,768.0,3760.0,10.2,6.1,15.4,10.6,8.0,18.0,https://www.meilleursagents.com/prix-immobilier/chambellay-49220/,49064
Chenillé-Champteussé,2346.0,1538.0,3135.0,2150.0,860.0,4301.0,10.4,7.7,14.7,8.8,5.9,10.8,https://www.meilleursagents.com/prix-immobilier/champteusse-sur-baconne-49220/,49067
Chenillé-Champteussé,2346.0,1538.0,3135.0,2150.0,860.0,4301.0,10.4,7.7,14.7,8.8,5.9,10.8,https://www.meilleursagents.com/prix-immobilier/chenille-change-49220/,49067
Champtocé-sur-Loire,2287.0,1022.0,3810.0,1985.0,794.0,2953.0,10.7,7.4,17.3,11.2,8.3,15.6,https://www.meilleursagents.com/prix-immobilier/champtoce-sur-loire-49123/,49068
Chanteloup-les-Bois,2606.0,2215.0,3147.0,1805.0,722.0,2631.0,9.6,6.3,16.9,9.9,6.9,13.5,https://www.meilleursagents.com/prix-immobilier/chanteloup-les-bois-49340/,49070
Brissarthe,2011.0,1489.0,2764.0,1893.0,757.0,3004.0,11.2,8.0,20.1,9.9,7.3,14.4,https://www.meilleursagents.com/prix-immobilier/brissarthe-49330/,49080
Champigné,2040.0,1513.0,2804.0,1919.0,768.0,3239.0,11.6,7.0,20.9,10.1,7.3,14.4,https://www.meilleursagents.com/prix-immobilier/champigne-49330/,49080
Châteauneuf-sur-Sarthe,2005.0,1430.0,2823.0,1919.0,767.0,2981.0,11.4,7.8,20.2,9.8,7.1,13.6,https://www.meilleursagents.com/prix-immobilier/chateauneuf-sur-sarthe-49330/,49080
Cherré,2299.0,1594.0,3061.0,1916.0,766.0,3832.0,10.5,8.6,14.2,11.0,7.4,13.2,https://www.meilleursagents.com/prix-immobilier/cherre-49330/,49080
Contigné,1999.0,1482.0,2745.0,1612.0,645.0,2811.0,11.7,7.0,20.9,9.8,7.1,13.9,https://www.meilleursagents.com/prix-immobilier/contigne-49330/,49080
Marigné,2062.0,1507.0,2788.0,1486.0,594.0,2627.0,12.2,7.9,20.8,10.3,7.8,14.3,https://www.meilleursagents.com/prix-immobilier/marigne-49330/,49080
Querré,2094.0,1528.0,2837.0,2144.0,857.0,3574.0,9.7,6.4,16.0,9.3,6.9,12.8,https://www.meilleursagents.com/prix-immobilier/querre-49330/,49080
Sœurdres,1997.0,1481.0,2742.0,1468.0,587.0,2697.0,11.3,7.3,20.4,10.1,7.9,14.9,https://www.meilleursagents.com/prix-immobilier/soeurdres-49330/,49080
Chaudefonds-sur-Layon,2595.0,1058.0,4144.0,2368.0,947.0,4212.0,11.2,7.9,16.0,10.6,8.4,15.8,https://www.meilleursagents.com/prix-immobilier/chaudefonds-sur-layon-49290/,49082
Chavagnes,2318.0,1218.0,3503.0,2123.0,849.0,3221.0,11.3,9.1,18.5,10.6,7.5,12.8,https://www.meilleursagents.com/prix-immobilier/chavagnes-49380/,49086
Notre-Dame-d'Allençon,2375.0,1235.0,3603.0,2099.0,839.0,3150.0,10.3,8.3,16.9,10.6,8.6,12.9,https://www.meilleursagents.com/prix-immobilier/notre-dame-d-allencon-49380/,49086
Martigné-Briand,2171.0,1184.0,3221.0,1872.0,749.0,3259.0,11.7,8.5,19.1,9.8,7.5,12.4,https://www.meilleursagents.com/prix-immobilier/martigne-briand-49540/,49086
Chazé-sur-Argos,1793.0,831.0,3123.0,1964.0,786.0,3526.0,9.8,6.5,15.6,10.5,7.7,14.3,https://www.meilleursagents.com/prix-immobilier/chaze-sur-argos-49500/,49089
Cheffes,2089.0,1641.0,2766.0,1970.0,788.0,3479.0,10.6,7.0,16.0,12.4,7.8,14.3,https://www.meilleursagents.com/prix-immobilier/cheffes-49125/,49090
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/cosse-d-anjou-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-chapelle-rousselin-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-jumelliere-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-tourlandry-49120/,49092
Les Gardes,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/les-gardes-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/melay-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/neuvy-en-mauges-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/sainte-christine-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/saint-georges-des-gardes-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/saint-lezin-49120/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-salle-de-vihiers-49310/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/valanjou-49670/,49092
Chemillé-en-Anjou,2246.0,1124.0,3333.0,1843.0,737.0,2918.0,11.3,7.6,18.1,9.8,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/chanzeaux-49750/,49092
Cholet,2202.0,1383.0,3562.0,2295.0,1240.0,3577.0,11.8,8.0,19.3,12.3,8.7,16.3,https://www.meilleursagents.com/prix-immobilier/cholet-49300/,49099
Cizay-la-Madeleine,1620.0,1179.0,2403.0,1605.0,753.0,2241.0,9.7,6.4,17.1,9.7,6.5,13.0,https://www.meilleursagents.com/prix-immobilier/cizay-la-madeleine-49700/,49100
Cléré-sur-Layon,1568.0,881.0,2287.0,1372.0,549.0,2662.0,9.5,6.0,16.7,10.0,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/clere-sur-layon-49560/,49102
Cornillé-les-Caves,2395.0,1504.0,3467.0,2321.0,1019.0,3611.0,12.4,9.4,17.0,11.6,8.1,15.7,https://www.meilleursagents.com/prix-immobilier/cornille-les-caves-49140/,49107
Coron,2277.0,1838.0,2828.0,1683.0,673.0,2583.0,10.5,7.9,17.7,9.5,6.2,12.0,https://www.meilleursagents.com/prix-immobilier/coron-49690/,49109
Corzé,2293.0,1464.0,3099.0,2270.0,908.0,3517.0,11.0,7.7,19.4,9.5,6.0,11.4,https://www.meilleursagents.com/prix-immobilier/corze-49140/,49110
Le Coudray-Macouard,2866.0,1936.0,3935.0,1904.0,935.0,3486.0,9.3,6.1,15.2,9.5,8.0,12.3,https://www.meilleursagents.com/prix-immobilier/le-coudray-macouard-49260/,49112
Courchamps,1620.0,1177.0,2410.0,1948.0,779.0,2936.0,11.2,8.0,19.3,10.0,5.5,12.7,https://www.meilleursagents.com/prix-immobilier/courchamps-49260/,49113
Courléon,1549.0,997.0,2132.0,1474.0,590.0,2898.0,12.9,8.4,22.7,11.2,8.1,15.2,https://www.meilleursagents.com/prix-immobilier/courleon-49390/,49114
Denée,2805.0,1811.0,3788.0,2568.0,1027.0,4572.0,12.8,9.7,19.7,12.2,9.5,16.8,https://www.meilleursagents.com/prix-immobilier/denee-49190/,49120
Dénezé-sous-Doué,2036.0,1247.0,4072.0,1945.0,778.0,3889.0,9.6,8.2,17.4,9.3,5.2,11.9,https://www.meilleursagents.com/prix-immobilier/deneze-sous-doue-49700/,49121
Distré,2738.0,1849.0,3761.0,2283.0,913.0,3376.0,11.8,9.0,19.1,12.2,8.6,16.0,https://www.meilleursagents.com/prix-immobilier/distre-49400/,49123
Brigné,1853.0,1161.0,3706.0,2019.0,808.0,3034.0,11.2,7.5,18.7,10.0,5.6,13.0,https://www.meilleursagents.com/prix-immobilier/brigne-49700/,49125
Concourson-sur-Layon,1739.0,1226.0,3478.0,1343.0,537.0,2101.0,11.0,8.0,19.2,9.3,5.3,12.3,https://www.meilleursagents.com/prix-immobilier/concourson-sur-layon-49700/,49125
Doué-la-Fontaine,1963.0,1251.0,3926.0,1939.0,775.0,3160.0,10.0,6.4,16.4,9.9,8.0,14.0,https://www.meilleursagents.com/prix-immobilier/doue-la-fontaine-49700/,49125
Forges,1987.0,1240.0,3974.0,2161.0,882.0,3608.0,11.3,8.0,20.0,9.6,6.5,12.0,https://www.meilleursagents.com/prix-immobilier/forges-49700/,49125
Les Verchers-sur-Layon,1654.0,1207.0,3308.0,1651.0,660.0,3301.0,9.6,7.1,16.0,9.9,6.5,12.7,https://www.meilleursagents.com/prix-immobilier/les-verchers-sur-layon-49700/,49125
Meigné,2039.0,1243.0,4077.0,1956.0,846.0,3006.0,10.4,6.1,17.8,10.1,7.0,13.0,https://www.meilleursagents.com/prix-immobilier/meigne-49700/,49125
Montfort,1811.0,1068.0,2546.0,2154.0,892.0,3505.0,11.5,8.1,16.2,11.2,7.7,13.6,https://www.meilleursagents.com/prix-immobilier/montfort-49700/,49125
Saint-Georges-sur-Layon,1827.0,1287.0,3654.0,1544.0,770.0,2407.0,11.1,7.8,18.8,10.0,6.9,13.7,https://www.meilleursagents.com/prix-immobilier/saint-georges-sur-layon-49700/,49125
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/champtoceaux-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/landemont-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/la-varenne-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/saint-christophe-la-couperie-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/saint-laurent-des-autels-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/saint-sauveur-de-landemont-49270/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/bouzille-49530/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/drain-49530/,49126
Orée d'Anjou,2268.0,1461.0,4535.0,2001.0,801.0,3175.0,10.1,7.0,18.2,10.4,7.2,14.0,https://www.meilleursagents.com/prix-immobilier/lire-49530/,49126
Durtal,1935.0,912.0,2258.0,1603.0,641.0,3000.0,9.1,6.2,16.1,9.6,6.8,13.0,https://www.meilleursagents.com/prix-immobilier/durtal-49430/,49127
Écouflant,3078.0,2266.0,3819.0,2833.0,1651.0,4319.0,12.1,8.0,18.6,13.4,10.8,18.2,https://www.meilleursagents.com/prix-immobilier/ecouflant-49000/,49129
Écuillé,2301.0,1592.0,3063.0,2536.0,1206.0,4229.0,10.3,8.0,13.1,12.2,9.9,15.9,https://www.meilleursagents.com/prix-immobilier/ecuille-49460/,49130
Épieds,1590.0,1152.0,2432.0,1683.0,739.0,2554.0,11.1,7.8,19.6,8.8,5.0,11.5,https://www.meilleursagents.com/prix-immobilier/epieds-49260/,49131
Étriché,2105.0,1646.0,2797.0,2029.0,812.0,3551.0,10.5,8.4,14.1,10.9,7.7,13.0,https://www.meilleursagents.com/prix-immobilier/etriche-49330/,49132
Feneu,2712.0,1768.0,3470.0,2626.0,1051.0,4667.0,12.4,9.4,16.9,12.3,8.6,17.2,https://www.meilleursagents.com/prix-immobilier/feneu-49460/,49135
Les Bois d'Anjou,2274.0,1197.0,4547.0,1896.0,759.0,3458.0,9.1,6.7,16.4,9.6,7.1,13.2,https://www.meilleursagents.com/prix-immobilier/brion-49250/,49138
Les Bois d'Anjou,2274.0,1197.0,4547.0,1896.0,759.0,3458.0,9.1,6.7,16.4,9.6,7.1,13.2,https://www.meilleursagents.com/prix-immobilier/fontaine-guerin-49250/,49138
Les Bois d'Anjou,2274.0,1197.0,4547.0,1896.0,759.0,3458.0,9.1,6.7,16.4,9.6,7.1,13.2,https://www.meilleursagents.com/prix-immobilier/saint-georges-du-bois-49250/,49138
Fontevraud-l'Abbaye,2280.0,1376.0,2926.0,1571.0,628.0,2802.0,10.2,8.5,12.3,9.2,6.7,12.8,https://www.meilleursagents.com/prix-immobilier/fontevraud-l-abbaye-49590/,49140
Grez-Neuville,2676.0,1643.0,3459.0,2753.0,1134.0,4612.0,12.2,9.3,18.3,12.8,10.7,17.8,https://www.meilleursagents.com/prix-immobilier/grez-neuville-49220/,49155
Ingrandes-Le Fresne sur Loire,2103.0,945.0,3459.0,2128.0,851.0,3313.0,11.0,6.8,17.2,11.4,7.8,14.2,https://www.meilleursagents.com/prix-immobilier/ingrandes-49123/,49160
Ingrandes-Le Fresne sur Loire,2103.0,945.0,3459.0,2128.0,851.0,3313.0,11.0,6.8,17.2,11.4,7.8,14.2,https://www.meilleursagents.com/prix-immobilier/le-fresne-sur-loire-49123/,49160
Saint-Sigismond,2266.0,1028.0,3788.0,1840.0,736.0,3348.0,8.6,5.8,14.3,9.9,6.9,13.9,https://www.meilleursagents.com/prix-immobilier/saint-sigismond-49123/,49160
La Jaille-Yvon,2341.0,1537.0,3128.0,1980.0,792.0,3961.0,12.2,9.6,17.2,11.3,8.3,16.3,https://www.meilleursagents.com/prix-immobilier/la-jaille-yvon-49220/,49161
Jarzé Villages,2147.0,1336.0,4294.0,2004.0,802.0,3180.0,10.9,7.7,19.4,9.2,5.9,11.2,https://www.meilleursagents.com/prix-immobilier/beauvau-49140/,49163
Jarzé Villages,2147.0,1336.0,4294.0,2004.0,802.0,3180.0,10.9,7.7,19.4,9.2,5.9,11.2,https://www.meilleursagents.com/prix-immobilier/chaumont-d-anjou-49140/,49163
Jarzé Villages,2147.0,1336.0,4294.0,2004.0,802.0,3180.0,10.9,7.7,19.4,9.2,5.9,11.2,https://www.meilleursagents.com/prix-immobilier/jarze-49140/,49163
Jarzé Villages,2147.0,1336.0,4294.0,2004.0,802.0,3180.0,10.9,7.7,19.4,9.2,5.9,11.2,https://www.meilleursagents.com/prix-immobilier/lue-en-baugeois-49140/,49163
Saint-Jean-des-Mauvrets,2725.0,1969.0,3581.0,2891.0,1166.0,4324.0,13.1,10.1,18.1,13.6,9.1,18.8,https://www.meilleursagents.com/prix-immobilier/saint-jean-des-mauvrets-49320/,49167
Juigné-sur-Loire,2861.0,2188.0,3728.0,3311.0,1526.0,5005.0,13.5,10.7,19.0,13.6,10.5,17.4,https://www.meilleursagents.com/prix-immobilier/juigne-sur-loire-49610/,49167
Juvardeil,2041.0,1515.0,2805.0,2163.0,879.0,4326.0,12.2,7.9,20.8,9.6,7.3,13.4,https://www.meilleursagents.com/prix-immobilier/juvardeil-49330/,49170
La Lande-Chasles,2060.0,1139.0,4120.0,1945.0,846.0,3400.0,9.6,6.6,15.4,10.1,7.7,13.6,https://www.meilleursagents.com/prix-immobilier/la-lande-chasles-49150/,49171
Huillé,2026.0,1527.0,2664.0,1743.0,697.0,2860.0,10.6,7.5,19.1,10.0,7.0,13.1,https://www.meilleursagents.com/prix-immobilier/huille-49430/,49174
Lézigné,1998.0,1492.0,2624.0,1743.0,697.0,2857.0,10.4,7.4,18.8,9.6,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/lezigne-49430/,49174
Le Lion-d'Angers,1981.0,1071.0,3105.0,2500.0,1000.0,3848.0,10.9,7.1,17.0,11.4,8.0,14.4,https://www.meilleursagents.com/prix-immobilier/le-lion-d-angers-49220/,49176
Le Lion-d'Angers,1981.0,1071.0,3105.0,2500.0,1000.0,3848.0,10.9,7.1,17.0,11.4,8.0,14.4,https://www.meilleursagents.com/prix-immobilier/andigne-49220/,49176
Loiré,1797.0,822.0,3140.0,1438.0,575.0,2656.0,9.5,5.3,16.5,9.6,7.6,14.9,https://www.meilleursagents.com/prix-immobilier/loire-49440/,49178
Longué-Jumelles,1812.0,1151.0,2418.0,1690.0,683.0,2972.0,9.1,6.3,15.9,9.8,7.3,13.8,https://www.meilleursagents.com/prix-immobilier/longue-jumelles-49160/,49180
Jumelles,1812.0,1151.0,2418.0,1690.0,683.0,2972.0,9.1,6.3,15.9,9.8,7.3,13.8,https://www.meilleursagents.com/prix-immobilier/jumelles-49160/,49180
Louresse-Rochemenier,2072.0,1269.0,4144.0,2013.0,887.0,3168.0,11.5,8.0,20.3,10.8,5.9,13.6,https://www.meilleursagents.com/prix-immobilier/louresse-rochemenier-49700/,49182
Le Louroux-Béconnais,1939.0,995.0,3386.0,2144.0,858.0,3187.0,10.6,8.6,14.9,11.1,8.5,17.6,https://www.meilleursagents.com/prix-immobilier/le-louroux-beconnais-49370/,49183
Villemoisan,2807.0,1896.0,4177.0,1994.0,798.0,3305.0,11.4,7.8,16.1,12.5,9.7,17.0,https://www.meilleursagents.com/prix-immobilier/villemoisan-49370/,49183
La Cornuaille,1884.0,921.0,3438.0,1664.0,666.0,3054.0,8.6,5.4,14.3,9.5,7.4,13.2,https://www.meilleursagents.com/prix-immobilier/la-cornuaille-49440/,49183
Marcé,2365.0,1624.0,3153.0,2130.0,1130.0,3459.0,10.4,8.4,14.0,11.8,10.0,16.2,https://www.meilleursagents.com/prix-immobilier/marce-49140/,49188
Maulévrier,2641.0,2061.0,3141.0,1972.0,822.0,2930.0,11.2,8.0,19.3,9.7,6.3,12.6,https://www.meilleursagents.com/prix-immobilier/maulevrier-49360/,49192
Le May-sur-Èvre,2461.0,1953.0,3276.0,1833.0,751.0,2841.0,11.8,8.0,19.4,12.3,8.5,15.6,https://www.meilleursagents.com/prix-immobilier/le-may-sur-evre-49122/,49193
Mazé-Milon,2621.0,1285.0,5243.0,2284.0,1030.0,3596.0,11.5,8.2,17.4,12.1,9.7,17.2,https://www.meilleursagents.com/prix-immobilier/fontaine-milon-49140/,49194
Mazé-Milon,2621.0,1285.0,5243.0,2284.0,1030.0,3596.0,11.5,8.2,17.4,12.1,9.7,17.2,https://www.meilleursagents.com/prix-immobilier/maze-49630/,49194
Mazières-en-Mauges,2575.0,2189.0,3182.0,2390.0,956.0,3273.0,12.0,9.0,18.0,9.8,6.6,12.3,https://www.meilleursagents.com/prix-immobilier/mazieres-en-mauges-49280/,49195
Longuenée-en-Anjou,2724.0,1605.0,3546.0,2788.0,1269.0,3917.0,10.4,8.4,15.2,13.9,10.2,19.3,https://www.meilleursagents.com/prix-immobilier/pruille-49220/,49200
Longuenée-en-Anjou,2724.0,1605.0,3546.0,2788.0,1269.0,3917.0,10.4,8.4,15.2,13.9,10.2,19.3,https://www.meilleursagents.com/prix-immobilier/la-meignanne-49770/,49200
Longuenée-en-Anjou,2724.0,1605.0,3546.0,2788.0,1269.0,3917.0,10.4,8.4,15.2,13.9,10.2,19.3,https://www.meilleursagents.com/prix-immobilier/la-membrolle-sur-longuenee-49770/,49200
Longuenée-en-Anjou,2724.0,1605.0,3546.0,2788.0,1269.0,3917.0,10.4,8.4,15.2,13.9,10.2,19.3,https://www.meilleursagents.com/prix-immobilier/le-plessis-mace-49770/,49200
La Ménitré,2332.0,1252.0,4663.0,2118.0,902.0,3700.0,11.5,8.2,18.8,11.6,9.5,17.7,https://www.meilleursagents.com/prix-immobilier/la-menitre-49250/,49201
Miré,1882.0,1005.0,2379.0,1574.0,654.0,2735.0,11.0,6.5,19.5,10.0,7.1,13.9,https://www.meilleursagents.com/prix-immobilier/mire-49330/,49205
Montigné-lès-Rairies,1870.0,897.0,2256.0,1697.0,679.0,2666.0,10.6,7.4,18.8,9.4,6.0,11.3,https://www.meilleursagents.com/prix-immobilier/montigne-les-rairies-49430/,49209
Montilliers,2178.0,1144.0,3213.0,1662.0,665.0,2563.0,12.0,7.9,20.0,9.8,6.6,12.2,https://www.meilleursagents.com/prix-immobilier/montilliers-49310/,49211
Montreuil-Bellay,1436.0,621.0,2435.0,1696.0,956.0,2567.0,10.0,6.7,17.2,10.0,8.0,13.8,https://www.meilleursagents.com/prix-immobilier/montreuil-bellay-49260/,49215
Meron,1436.0,621.0,2435.0,1696.0,956.0,2567.0,10.0,6.7,17.2,10.0,8.0,13.8,https://www.meilleursagents.com/prix-immobilier/meron-49260/,49215
Montreuil-sur-Loir,2352.0,1678.0,3128.0,2418.0,1051.0,3609.0,10.4,8.4,14.0,11.7,9.8,15.0,https://www.meilleursagents.com/prix-immobilier/montreuil-sur-loir-49140/,49216
Montreuil-sur-Maine,1861.0,918.0,3117.0,2158.0,1092.0,3650.0,10.3,8.4,14.4,12.2,9.6,18.5,https://www.meilleursagents.com/prix-immobilier/montreuil-sur-maine-49220/,49217
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/chaudron-en-mauges-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/la-boissiere-sur-evre-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/la-salle-et-chapelle-aubry-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/montrevault-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/saint-pierre-montlimart-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/saint-quentin-en-mauges-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/saint-remy-en-mauges-49110/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/le-fuilet-49270/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/la-chaussaire-49600/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/le-fief-sauvin-49600/,49218
Montrevault-sur-Èvre,1785.0,1096.0,2304.0,1674.0,670.0,2872.0,11.5,7.0,19.3,9.8,6.9,13.0,https://www.meilleursagents.com/prix-immobilier/le-puiset-dore-49600/,49218
