ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Departement,geo,nb_m2,nb_mois,assurance_pno_annuel,frais_agence_%,frais_notaire_%,garantie_loyer_impaye,compta_annuelle,prevision_entretien_annuel,prevision_gros_oeuvre_annuel,taux_occupation,loyer_mensuel_appart,loyer_mensuel_maison,loyer_annuel_appart,loyer_annuel_maison,garantie_loyer_impaye_annuel_appart,garantie_loyer_impaye_annuel_maison,prix_net_vendeur_appart,prix_net_vendeur_maison,frais_agence_maison,frais_agence_appart,frais_notaire_maison,frais_notaire_appart,prevision_entretien_annuel_appart,prevision_entretien_annuel_maison,prevision_gros_oeuvre_annuel_appart,prevision_gros_oeuvre_annuel_maison,valeur_cadastrale_locative_appart,valeur_cadastrale_locative_maison,TFPB_annuel_appart,TFPB_annuel_maison,charges_copro_annuel,assurance_habitation_annuel,frais_gestion_loc_annuel,prix_achat_total_appart,prix_achat_total_maison,renta_brute_appart,renta_brute_maison,charges_annuelles_appart,charges_annuelles_maison,renta_nette_appart,renta_nette_maison
Saint-Prouant,1522,1045,2284,1733,693,2588,11.3,8.8,20.2,10.6,7.3,14.7,37.43,85266,Vendée,"Saint-Prouant, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,503.5,6441.0,6042.0,193.23,181.26,76100,86650,4332.5,3805.0,6932.0,6088.0,128.82,120.84,380.5,433.25,2576.4,2416.8,964.34652,904.60824,50,0,200,85993.0,97914.5,0.07490144546649145,0.061706897344111444,1707.57652,1635.86824,0.05504428825602083,0.04499978818254702
Sainte-Radégonde-des-Noyers,1500,895,2262,1968,799,3246,11.3,8.5,19.0,10.5,7.1,12.4,39.67,85267,Vendée,"Sainte-Radégonde-des-Noyers, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,498.75,6441.0,5985.0,193.23,179.54999999999998,75000,98400,4920.0,3750.0,7872.0,6000.0,128.82,119.7,375.0,492.0,2576.4,2394.0,1022.0578800000002,949.6998000000001,50,0,200,84750.0,111192.0,0.076,0.05382581480682064,1765.2878800000003,1679.2498,0.055170644483775816,0.038723561047557385
Saint-Révérend,2436,1414,3378,2629,1159,3660,11.3,9.1,18.9,10.9,7.3,13.6,32.29,85268,Vendée,"Saint-Révérend, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,517.75,6441.0,6213.0,193.23,186.39,121800,131450,6572.5,6090.0,10516.0,9744.0,128.82,124.26,609.0,657.25,2576.4,2485.2,831.91956,802.4710799999999,50,0,200,137634.0,148538.5,0.046798029556650245,0.04182753966143458,1575.14956,1538.86108,0.03535354955897525,0.03146752471581442
Saint-Sigismond,1976,1537,2513,1530,674,3060,11.5,8.4,15.5,10.8,8.1,14.8,36.84,85269,Vendée,"Saint-Sigismond, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,513.0,6555.0,6156.0,196.65,184.68,98800,76500,3825.0,4940.0,6120.0,7904.0,131.1,123.12,494.0,382.5,2622.0,2462.4,965.9448000000001,907.1481600000001,50,0,200,111644.0,86445.0,0.05871341048332199,0.07121290994273816,1712.5948,1641.82816,0.043373626885457345,0.05222016125860374
Saint-Urbain,2588,1647,3433,2466,1071,3458,11.2,9.0,18.9,11.9,8.1,14.8,45.4,85273,Vendée,"Saint-Urbain, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,565.25,6384.0,6783.0,191.51999999999998,203.48999999999998,129400,123300,6165.0,6470.0,9864.0,10352.0,127.68,135.66,647.0,616.5,2553.6,2713.2,1159.3344,1231.7928,50,0,200,146222.0,139329.0,0.04365964082012283,0.04868333225674483,1900.8544,1985.2828,0.030659856929873754,0.034434447961300234
Saint-Valérien,2456,1801,4290,1528,686,2837,10.7,7.3,17.9,10.4,7.1,14.2,38.76,85274,Vendée,"Saint-Valérien, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,508.25,494.0,6099.0,5928.0,182.97,177.84,122800,76400,3820.0,6140.0,6112.0,9824.0,121.98,118.56,614.0,382.0,2439.6,2371.2,945.5889599999999,919.0771199999998,50,0,200,138764.0,86332.0,0.04395232192787755,0.06866515312977807,1678.5589599999998,1646.9171199999998,0.03185582024156121,0.04958859843395265
Saint-Vincent-Sterlanges,1591,1129,2464,1545,618,2906,10.8,7.6,19.5,11.3,7.9,16.6,46.18,85276,Vendée,"Saint-Vincent-Sterlanges, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,513.0,536.75,6156.0,6441.0,184.68,193.23,79550,77250,3862.5,3977.5,6180.0,6364.0,123.12,128.82,397.75,386.25,2462.4,2576.4,1137.13632,1189.78152,50,0,200,89891.5,87292.5,0.06848255953010017,0.07378640776699029,1871.8163200000001,1933.01152,0.047659497060344974,0.05164233445026778
Saint-Vincent-sur-Graon,2063,1325,3211,2055,822,3393,11.6,6.8,20.5,12.0,8.6,15.1,33.69,85277,Vendée,"Saint-Vincent-sur-Graon, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,551.0,570.0,6612.0,6840.0,198.35999999999999,205.2,103150,102750,5137.5,5157.5,8220.0,8252.0,132.24,136.8,515.75,513.75,2644.8,2736.0,891.03312,921.7583999999999,50,0,200,116559.5,116107.5,0.056726392958102945,0.05891092306698534,1639.3931200000002,1676.9584,0.042661532350430464,0.04446776995456797
Saint-Vincent-sur-Jard,3418,1367,5102,3514,1569,5335,9.6,6.6,12.5,11.9,9.5,16.7,30.72,85278,Vendée,"Saint-Vincent-sur-Jard, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,565.25,5472.0,6783.0,164.16,203.48999999999998,170900,175700,8785.0,8545.0,14056.0,13672.0,109.44,135.66,854.5,878.5,2188.8,2713.2,672.39936,833.4950399999999,50,0,200,193117.0,198541.0,0.028335154336490313,0.0341642280435779,1386.55936,1586.98504,0.02115526152539652,0.026170992188011548
Sallertaine,2547,1631,3380,2662,1236,3939,12.8,8.3,23.0,12.6,8.7,15.9,28.81,85280,Vendée,"Sallertaine, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,598.5,7296.0,7182.0,218.88,215.45999999999998,127350,133100,6655.0,6367.5,10648.0,10188.0,145.92000000000002,143.64000000000001,636.75,665.5,2918.4,2872.8,840.79104,827.65368,50,0,200,143905.5,150403.0,0.05069993850130815,0.0477517070803109,1609.67104,1593.11368,0.03951432683253941,0.03715940719267567
Sérigné,1547,1098,2323,1594,638,2681,11.1,8.0,20.0,10.0,6.7,12.1,37.9,85281,Vendée,"Sérigné, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,527.25,475.0,6327.0,5700.0,189.81,171.0,77350,79700,3985.0,3867.5,6376.0,6188.0,126.54,114.0,386.75,398.5,2530.8,2280.0,959.1732000000001,864.12,50,0,200,87405.5,90061.0,0.07238674911761846,0.06329043648194002,1698.9832000000001,1585.12,0.05294880528113219,0.04568992127557989
Sigournais,1590,1129,2459,1726,690,3061,10.7,8.0,19.2,10.6,7.4,14.4,35.68,85282,Vendée,"Sigournais, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,508.25,503.5,6099.0,6042.0,182.97,181.26,79500,86300,4315.0,3975.0,6904.0,6360.0,121.98,120.84,397.5,431.5,2439.6,2416.8,870.44928,862.31424,50,0,200,89835.0,97519.0,0.06789113374519953,0.061957157066828,1603.41928,1593.57424,0.05004264173206434,0.04561599031983511
Soullans,2566,1591,4119,2731,1092,4100,13.2,8.3,21.8,12.8,8.9,16.6,39.96,85284,Vendée,"Soullans, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,608.0,7524.0,7296.0,225.72,218.88,128300,136550,6827.5,6415.0,10924.0,10264.0,150.48,145.92000000000002,641.5,682.75,3009.6,2918.4,1202.63616,1166.1926400000002,50,0,200,144979.0,154301.5,0.05189717131446623,0.047284051029964067,1978.35616,1935.0726400000003,0.03825135943826347,0.03474319666367469
Le Tablier,2086,1324,3279,2167,867,3426,11.4,9.0,18.7,10.9,7.4,13.6,36.84,85285,Vendée,"Le Tablier, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,517.75,6498.0,6213.0,194.94,186.39,104300,108350,5417.5,5215.0,8668.0,8344.0,129.96,124.26,521.5,541.75,2599.2,2485.2,957.54528,915.54768,50,0,200,117859.0,122435.5,0.055133676681458355,0.050745086188237885,1702.48528,1651.93768,0.04068857465276305,0.03725277652314892
La Taillée,1512,897,2293,1501,600,3001,11.6,9.0,21.0,9.3,6.9,13.5,40.13,85286,Vendée,"La Taillée, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,551.0,441.75000000000006,6612.0,5301.000000000001,198.35999999999999,159.03000000000003,75600,75050,3752.5,3780.0,6004.0,6048.0,132.24,106.02000000000002,378.0,375.25,2644.8,2120.4000000000005,1061.35824,850.9165200000003,50,0,200,85428.0,84806.5,0.07739851102682961,0.06250700123221688,1809.7182400000002,1559.9465200000004,0.05621437655101372,0.04411281540919623
Talmont-Saint-Hilaire,3044,1978,4697,3560,1508,6077,14.0,10.2,21.2,13.1,8.9,16.1,38.9,85288,Vendée,"Talmont-Saint-Hilaire, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,665.0,622.25,7980.0,7467.0,239.39999999999998,224.01,152200,178000,8900.0,7610.0,14240.0,12176.0,159.6,149.34,761.0,890.0,3192.0,2986.8,1241.6879999999999,1161.8652,50,0,200,171986.0,201140.0,0.046399125510215945,0.03712339663915681,2031.0879999999997,1935.8752,0.034589513099903484,0.027498880381823604
Breuil-Barret,1291,748,1613,1264,506,2529,11.7,9.1,20.5,9.4,6.5,13.3,,85037,Vendée,"Breuil-Barret, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,446.5,6669.0,5358.0,200.07,160.73999999999998,64550,63200,3160.0,3227.5,5056.0,5164.0,133.38,107.16,322.75,316.0,2667.6,2143.2,,,50,0,200,72941.5,71416.0,0.09142943317590124,0.07502520443598074,,,,
Thiré,1569,1124,2376,1557,681,2569,9.0,6.3,16.2,9.7,6.8,11.1,40.27,85290,Vendée,"Thiré, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,427.5,460.74999999999994,5130.0,5528.999999999999,153.9,165.86999999999998,78450,77850,3892.5,3922.5,6228.0,6276.0,102.60000000000001,110.57999999999998,392.25,389.25,2052.0,2211.5999999999995,826.3404,890.6113199999999,50,0,200,88648.5,87970.5,0.057868999475456435,0.06285061469469878,1530.2404000000001,1606.4813199999999,0.040607112359487184,0.044589023365787385
Thorigny,1626,1175,2567,1865,746,3298,10.6,8.2,18.9,10.4,7.1,13.4,41.3,85291,Vendée,"Thorigny, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,503.5,494.0,6042.0,5928.0,181.26,177.84,81300,93250,4662.5,4065.0,7460.0,6504.0,120.84,118.56,406.5,466.25,2416.8,2371.2,998.1383999999999,979.3055999999998,50,0,200,91869.0,105372.5,0.06576756033047056,0.05625756245699779,1729.3984,1707.1455999999998,0.046942947022390574,0.04005650810220883
Cezais,1570,1104,2406,1312,525,2624,10.8,7.6,19.4,9.4,7.4,13.3,,85041,Vendée,"Cezais, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,513.0,446.5,6156.0,5358.0,184.68,160.73999999999998,78500,65600,3280.0,3925.0,5248.0,6280.0,123.12,107.16,392.5,328.0,2462.4,2143.2,,,50,0,200,88705.0,74128.0,0.0693985682881461,0.07228037988344485,,,,
Tiffauges,2392,1302,3252,1958,783,2929,12.8,9.5,19.8,11.9,8.6,15.1,45.94,85293,Vendée,"Tiffauges, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,565.25,7296.0,6783.0,218.88,203.48999999999998,119600,97900,4895.0,5980.0,7832.0,9568.0,145.92000000000002,135.66,598.0,489.5,2918.4,2713.2,1340.71296,1246.4440799999998,50,0,200,135148.0,110627.0,0.053985260603190574,0.0613141457329585,2109.59296,1999.9340799999998,0.0383757587237695,0.043235972411798204
La Tranche-sur-Mer,3149,1535,5363,3874,1709,6033,11.5,7.7,20.7,11.2,8.1,15.7,37.0,85294,Vendée,"La Tranche-sur-Mer, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,532.0,6555.0,6384.0,196.65,191.51999999999998,157450,193700,9685.0,7872.5,15496.0,12596.0,131.1,127.68,787.25,968.5,2622.0,2553.6,970.14,944.832,50,0,200,177918.5,218881.0,0.03684271169102707,0.029166533413133165,1716.79,1686.3519999999999,0.0271934059695872,0.02146210954811062
Treize-Septiers,2203,1607,2931,2219,1030,3102,10.9,7.9,19.4,9.8,6.3,12.9,40.5,85295,Vendée,"Treize-Septiers, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,517.75,465.50000000000006,6213.0,5586.000000000001,186.39,167.58,110150,110950,5547.5,5507.5,8876.0,8812.0,124.26,111.72000000000003,550.75,554.75,2485.2,2234.4000000000005,1006.5059999999999,904.9320000000002,50,0,200,124469.5,125373.5,0.04991584283700023,0.0445548700482957,1742.8959999999997,1622.5120000000002,0.03591324782376406,0.03161344303221973
Treize-Vents,2398,1266,3313,1730,692,2899,11.1,9.2,18.8,8.6,5.9,11.1,40.54,85296,Vendée,"Treize-Vents, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,527.25,408.5,6327.0,4902.0,189.81,147.06,119900,86500,4325.0,5995.0,6920.0,9592.0,126.54,98.04,599.5,432.5,2530.8,1960.8,1025.9863200000002,794.90832,50,0,200,135487.0,97745.0,0.04669820720807162,0.0501509028594813,1765.7963200000002,1491.96832,0.033665249654948444,0.03488701908025986
Triaize,1567,1015,2324,1818,727,3555,9.7,7.1,13.2,10.2,7.3,13.2,34.3,85297,Vendée,"Triaize, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,484.49999999999994,5528.999999999999,5813.999999999999,165.86999999999998,174.41999999999996,78350,90900,4545.0,3917.5,7272.0,6268.0,110.57999999999998,116.27999999999999,391.75,454.5,2211.5999999999995,2325.5999999999995,758.5787999999998,797.6807999999997,50,0,200,88535.5,102717.0,0.062449525896391835,0.05660212038903004,1474.4487999999997,1522.1007999999997,0.04579576779935731,0.041783728107324
Vairé,2435,1593,3220,2860,1240,4713,13.1,8.5,23.7,12.5,8.7,15.7,34.97,85298,Vendée,"Vairé, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,622.25,593.75,7467.0,7125.0,224.01,213.75,121750,143000,7150.0,6087.5,11440.0,9740.0,149.34,142.5,608.75,715.0,2986.8,2850.0,1044.48396,996.645,50,0,200,137577.5,161590.0,0.05427486325889044,0.04409307506652639,1818.49396,1760.395,0.041056902763896716,0.033198867504177235
Venansault,2184,1334,3480,2503,1001,3678,13.1,9.6,20.0,11.9,8.5,15.0,47.33,85300,Vendée,"Venansault, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,622.25,565.25,7467.0,6783.0,224.01,203.48999999999998,109200,125150,6257.5,5460.0,10012.0,8736.0,149.34,135.66,546.0,625.75,2986.8,2713.2,1413.65244,1284.1575599999999,50,0,200,123396.0,141419.5,0.06051249635320432,0.047963682519030264,2187.66244,2037.6475599999999,0.0427837009303381,0.0335551493252345
Vendrennes,2211,1229,3076,1951,780,2991,11.2,8.7,20.0,11.5,8.6,14.8,41.56,85301,Vendée,"Vendrennes, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,546.25,6384.0,6555.0,191.51999999999998,196.65,110550,97550,4877.5,5527.5,7804.0,8844.0,127.68,131.1,552.75,487.75,2553.6,2622.0,1061.2761600000001,1089.7032000000002,50,0,200,124921.5,110231.5,0.05110409337063676,0.059465760694538315,1802.79616,1836.3532,0.036672661151202955,0.04280670044406545
La Verrie,2442,1252,3297,2108,856,3310,10.4,7.7,18.6,10.1,6.6,12.9,34.81,85302,Vendée,"La Verrie, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,479.75,5928.0,5757.0,177.84,172.70999999999998,122100,105400,5270.0,6105.0,8432.0,9768.0,118.56,115.14,610.5,527.0,2371.2,2302.8,825.41472,801.60468,50,0,200,137973.0,119102.0,0.042964927920680136,0.04833671978640157,1553.25472,1524.31468,0.031707256347256345,0.03553832278215312
Vix,1512,896,2290,1630,652,2984,9.4,6.7,15.1,10.0,7.6,13.5,39.37,85303,Vendée,"Vix, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,446.5,475.0,5358.0,5700.0,160.73999999999998,171.0,75600,81500,4075.0,3780.0,6520.0,6048.0,107.16,114.0,378.0,407.5,2143.2,2280.0,843.7778399999999,897.636,50,0,200,85428.0,92095.0,0.06271948307346538,0.061892610890927846,1554.51784,1618.636,0.04452266423186777,0.04431689016776155
Vouillé-les-Marais,1515,904,2289,1633,653,2808,10.1,7.0,13.7,9.5,7.4,12.6,51.02,85304,Vendée,"Vouillé-les-Marais, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,451.25,5757.0,5415.0,172.70999999999998,162.45,75750,81650,4082.5,3787.5,6532.0,6060.0,115.14,108.3,378.75,408.25,2302.8,2166.0,1174.88856,1105.0932,50,0,200,85597.5,92264.5,0.06725663716814159,0.058689962011391164,1897.5985600000001,1817.5432,0.045087782236630736,0.038990693061795166
Vouvant,1459,773,2563,1655,662,2972,9.3,6.8,12.2,9.8,7.9,12.4,38.27,85305,Vendée,"Vouvant, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,441.75000000000006,465.50000000000006,5301.000000000001,5586.000000000001,159.03000000000003,167.58,72950,82750,4137.5,3647.5,6620.0,5836.0,106.02000000000002,111.72000000000003,364.75,413.75,2120.4000000000005,2234.4000000000005,811.4770800000002,855.1048800000003,50,0,200,82433.5,93507.5,0.06430638029441915,0.059738523647835745,1520.5070800000003,1572.6848800000002,0.045861123451024166,0.0429197136058605
Xanton-Chassenon,1512,896,2299,1634,654,2915,11.6,8.9,17.4,10.1,7.5,14.2,39.53,85306,Vendée,"Xanton-Chassenon, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,551.0,479.75,6612.0,5757.0,198.35999999999999,172.70999999999998,75600,81700,4085.0,3780.0,6536.0,6048.0,132.24,115.14,378.0,408.5,2644.8,2302.8,1045.48944,910.2968400000001,50,0,200,85428.0,92321.0,0.07739851102682961,0.06235850998147767,1793.84944,1633.00684,0.05640013297747811,0.044670152619664
BASSE GOULAINE,3999,2563,5034,3429,1781,5040,13.3,10.5,16.5,16.0,12.1,20.1,38.23,44009,Loire-Atlantique,"BASSE GOULAINE, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,631.75,760.0,7581.0,9120.0,227.42999999999998,273.59999999999997,199950,171450,8572.5,9997.5,13716.0,15996.0,151.62,182.4,999.75,857.25,3032.4,3648.0,1159.2865199999999,1394.6303999999998,50,0,200,225943.5,193738.5,0.03355263594659727,0.04707376179747443,1936.71652,2218.2303999999995,0.024980950901442176,0.03562415111090465
BOUGUENAIS,3296,2422,4381,2810,1405,4197,13.5,10.5,18.9,11.2,9.6,13.8,42.62,44020,Loire-Atlantique,"BOUGUENAIS, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,641.25,532.0,7695.0,6384.0,230.85,191.51999999999998,164800,140500,7025.0,8240.0,11240.0,13184.0,153.9,127.68,824.0,702.5,3078.0,2553.6,1311.8436,1088.34432,50,0,200,186224.0,158765.0,0.04132120457083942,0.040210373822945865,2092.6936,1829.86432,0.030083697053011425,0.02868475847951375
LA CHAPELLE SUR ERDRE,3634,2581,4802,3433,1988,5035,13.2,10.3,19.2,11.8,9.6,16.0,46.74,44035,Loire-Atlantique,"LA CHAPELLE SUR ERDRE, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,560.5,7524.0,6726.0,225.72,201.78,181700,171650,8582.5,9085.0,13732.0,14536.0,150.48,134.52,908.5,858.25,3009.6,2690.4,1406.68704,1257.4929600000003,50,0,200,205321.0,193964.5,0.03664505822589993,0.034676448525374486,2182.40704,2009.2729600000002,0.02601581406675401,0.024317475826762112
DONGES,2419,1253,3181,2208,984,3571,11.5,9.3,19.0,12.2,8.1,16.3,32.9,44052,Loire-Atlantique,"DONGES, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,579.5,6555.0,6954.0,196.65,208.62,120950,110400,5520.0,6047.5,8832.0,9676.0,131.1,139.08,604.75,552.0,2622.0,2781.6,862.638,915.1464,50,0,200,136673.5,124752.0,0.047961016583317174,0.055742593305117355,1609.288,1673.7664,0.0361863272690024,0.042325843273053734
FAY DE BRETAGNE,2057,1414,2657,2272,918,3693,11.7,8.9,18.1,11.3,7.3,16.4,34.38,44056,Loire-Atlantique,"FAY DE BRETAGNE, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,536.75,6669.0,6441.0,200.07,193.23,102850,113600,5680.0,5142.5,9088.0,8228.0,133.38,128.82,514.25,568.0,2667.6,2576.4,917.12088,885.7663200000002,50,0,200,116220.5,128368.0,0.05738230346625595,0.05017605633802817,1667.19088,1628.9963200000002,0.043037236287918224,0.037486006481366074
HERIC,3211,2039,4099,2685,1177,4523,13.2,10.1,20.7,12.4,7.6,17.5,40.36,44073,Loire-Atlantique,"HERIC, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,589.0,7524.0,7068.0,225.72,212.04,160550,134250,6712.5,8027.5,10740.0,12844.0,150.48,141.36,802.75,671.25,3009.6,2827.2,1214.67456,1141.05792,50,0,200,181421.5,151702.5,0.041472482588888304,0.046591189993572944,1990.39456,1903.09792,0.03050137629773759,0.03404625553303341
NORT SUR ERDRE,2681,1379,4227,2582,1140,4079,13.2,10.0,21.4,12.5,7.7,18.2,41.42,44110,Loire-Atlantique,"NORT SUR ERDRE, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,593.75,7524.0,7125.0,225.72,213.75,134050,129100,6455.0,6702.5,10328.0,10724.0,150.48,142.5,670.25,645.5,3009.6,2850.0,1246.57632,1180.47,50,0,200,151476.5,145883.0,0.04967107109023512,0.04884050917516092,2022.29632,1944.22,0.03632050965001172,0.035513253771858266
ORVAULT,3043,1983,4592,3514,2066,5371,13.3,10.1,20.6,11.5,9.1,15.2,51.49,44114,Loire-Atlantique,"ORVAULT, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,631.75,546.25,7581.0,6555.0,227.42999999999998,196.65,152150,175700,8785.0,7607.5,14056.0,12172.0,151.62,131.1,760.75,878.5,3032.4,2622.0,1561.3827600000002,1350.0678,50,0,200,171929.5,198541.0,0.04409365466659299,0.03301585063034839,2338.8127600000003,2096.7178,0.030490330280725526,0.022455221843347216
LE POULIGUEN,5087,2915,8390,6155,2794,11769,14.9,9.7,23.9,15.6,12.5,20.2,34.94,44135,Loire-Atlantique,"LE POULIGUEN, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,707.75,741.0,8493.0,8892.0,254.79,266.76,254350,307750,15387.5,12717.5,24620.0,20348.0,169.86,177.84,1271.75,1538.75,3397.2,3556.8,1186.9816799999999,1242.74592,50,0,200,287415.5,347757.5,0.02954955456473294,0.025569541994061955,1991.7716799999998,2059.50592,0.022619616269825393,0.019647294680919896
ST HERBLAIN,2830,1825,4217,3053,1783,4658,13.8,10.2,22.0,12.2,10.3,15.8,46.34,44162,Loire-Atlantique,"ST HERBLAIN, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,655.5,579.5,7866.0,6954.0,235.98,208.62,141500,152650,7632.5,7075.0,12212.0,11320.0,157.32,139.08,707.5,763.25,3146.4,2781.6,1458.04176,1288.9934400000002,50,0,200,159895.0,172494.5,0.049194784077050566,0.04031432886265939,2244.02176,2047.61344,0.035160438037462084,0.02844372753913893
ST SEBASTIEN SUR LOIRE,3471,2214,5104,3354,1847,5156,13.0,10.0,20.2,11.4,9.6,13.5,53.83,44190,Loire-Atlantique,"ST SEBASTIEN SUR LOIRE, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,617.5,541.5,7410.0,6498.0,222.29999999999998,194.94,173550,167700,8385.0,8677.5,13416.0,13884.0,148.20000000000002,129.96,867.75,838.5,2964.0,2599.2,1595.5212,1399.14936,50,0,200,196111.5,189501.0,0.037784627622551456,0.03429005651685215,2367.8212,2144.08936,0.025710775757668468,0.022975660497833787
SAUTRON,3859,2376,4970,3721,2313,5411,13.6,10.7,19.2,13.3,9.4,18.4,44.18,44194,Loire-Atlantique,"SAUTRON, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,646.0,631.75,7752.0,7581.0,232.56,227.42999999999998,192950,186050,9302.5,9647.5,14884.0,15436.0,155.04,151.62,964.75,930.25,3100.8,3032.4,1369.93344,1339.71432,50,0,200,218033.5,210236.5,0.035554169428092475,0.036059390258114075,2152.49344,2117.14432,0.025681863383379158,0.025989091713379934
TREILLIERES,3248,2472,4026,3008,1465,4391,13.2,11.2,18.8,12.8,9.6,17.0,38.66,44209,Loire-Atlantique,"TREILLIERES, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,608.0,7524.0,7296.0,225.72,218.88,162400,150400,7520.0,8120.0,12032.0,12992.0,150.48,145.92000000000002,812.0,752.0,3009.6,2918.4,1163.5113599999997,1128.25344,50,0,200,183512.0,169952.0,0.04100004359387942,0.04292976840519676,1939.2313599999998,1897.13344,0.03043271633462662,0.03176700809640369
VALLET,2858,1648,4303,2575,1079,2803,12.8,9.4,18.3,13.3,8.6,17.4,35.29,44212,Loire-Atlantique,"VALLET, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,631.75,7296.0,7581.0,218.88,227.42999999999998,142900,128750,6437.5,7145.0,10300.0,11432.0,145.92000000000002,151.62,714.5,643.75,2918.4,3032.4,1029.90336,1070.13396,50,0,200,161477.0,145487.5,0.04518290530539953,0.05210756937881261,1798.78336,1847.56396,0.03404334140465825,0.03940844429933844
CHALONNES SUR LOIRE,2595,1058,4144,2637,1055,4044,12.4,8.1,20.8,11.9,8.5,16.4,48.84,49063,Maine-et-Loire,"CHALONNES SUR LOIRE, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,589.0,565.25,7068.0,6783.0,212.04,203.48999999999998,129750,131850,6592.5,6487.5,10548.0,10380.0,141.36,135.66,648.75,659.25,2827.2,2713.2,1380.80448,1325.12688,50,0,200,146617.5,148990.5,0.048207069415315364,0.04552639262234841,2142.8444799999997,2078.61688,0.03359186672805088,0.03157505424842524
